horodatage,est_weekend,est_ferie,id_train,passagers_train,condition_meteo,demande_taxi,demande_bus,temps_attente_moyen,niveau_congestion,flux_direction,code_flux_direction,code_meteo
2024-07-03 02:30:00,0,0,,0,Pluvieux,8.8,2.2,2.1,0.2,neutre,1,2
2024-07-03 02:45:00,0,0,,0,Pluvieux,8.5,2.1,2.1,0.2,neutre,1,2
2024-07-03 03:00:00,0,0,,0,Pluvieux,8.8,2.2,2.1,0.2,neutre,1,2
2024-07-03 03:15:00,0,0,,0,Pluvieux,7.6,1.9,2.1,0.2,neutre,1,2
2024-07-03 03:30:00,0,0,,0,Pluvieux,7.1,1.8,2.1,0.2,neutre,1,2
2024-07-03 03:45:00,0,0,,0,Pluvieux,7.4,1.9,2.1,0.2,neutre,1,2
2024-07-03 04:00:00,0,0,,0,Pluvieux,8.3,2.1,2.1,0.2,neutre,1,2
2024-07-03 04:15:00,0,0,,0,Pluvieux,9.0,2.2,2.1,0.2,neutre,1,2
2024-07-03 04:30:00,0,0,,0,Pluvieux,7.0,1.8,2.1,0.2,neutre,1,2
2024-07-03 04:45:00,0,0,,0,Pluvieux,7.7,1.9,2.1,0.2,neutre,1,2
2024-07-03 05:00:00,0,0,,0,Pluvieux,7.8,1.9,2.1,0.2,sortant,0,2
2024-07-03 05:15:00,0,0,,0,Pluvieux,7.4,1.8,2.1,0.2,sortant,0,2
2024-07-03 05:30:00,0,0,,0,Pluvieux,8.5,2.1,2.1,0.2,sortant,0,2
2024-07-03 05:45:00,0,0,,0,Pluvieux,8.8,2.2,2.1,0.2,sortant,0,2
2024-07-03 06:00:00,0,0,TR3024,158,Pluvieux,63.5,98.7,11.6,3.9,sortant,0,2
2024-07-03 06:15:00,0,0,,0,Pluvieux,43.6,76.8,8.3,2.9,neutre,1,2
2024-07-03 06:30:00,0,0,,0,Pluvieux,32.6,52.8,5.9,2.1,neutre,1,2
2024-07-03 06:45:00,0,0,,0,Pluvieux,13.8,26.5,3.5,1.0,neutre,1,2
2024-07-03 07:00:00,0,0,,0,Pluvieux,18.7,43.6,3.4,1.2,sortant,0,2
2024-07-03 07:15:00,0,0,,0,Pluvieux,18.0,41.9,3.3,1.2,sortant,0,2
2024-07-03 07:30:00,0,0,,0,Pluvieux,16.2,37.8,3.1,1.1,sortant,0,2
2024-07-03 07:45:00,0,0,,0,Pluvieux,14.3,33.4,2.9,1.0,sortant,0,2
2024-07-03 08:00:00,0,0,TR3025,572,Pluvieux,206.0,386.2,40.3,10.0,sortant,0,2
2024-07-03 08:15:00,0,0,,0,Pluvieux,171.9,275.9,40.3,10.0,neutre,1,2
2024-07-03 08:30:00,0,0,TR3026,766,Pluvieux,410.5,702.2,40.3,10.0,sortant,0,2
2024-07-03 08:45:00,0,0,,0,Pluvieux,265.3,473.5,40.3,10.0,neutre,1,2
2024-07-03 09:00:00,0,0,,0,Pluvieux,134.3,233.4,33.9,8.8,neutre,1,2
2024-07-03 09:15:00,0,0,,0,Pluvieux,73.5,125.0,14.9,4.8,neutre,1,2
2024-07-03 09:30:00,0,0,,0,Pluvieux,16.1,37.5,3.1,1.1,sortant,0,2
2024-07-03 09:45:00,0,0,,0,Pluvieux,12.1,28.2,2.7,0.8,sortant,0,2
2024-07-03 10:00:00,0,0,TR3027,399,Pluvieux,151.2,250.8,38.4,9.6,sortant,0,2
2024-07-03 10:15:00,0,0,,0,Pluvieux,123.2,205.4,29.0,7.9,neutre,1,2
2024-07-03 10:30:00,0,0,,0,Pluvieux,76.2,126.7,15.3,4.9,neutre,1,2
2024-07-03 10:45:00,0,0,,0,Pluvieux,38.3,71.8,7.6,2.6,neutre,1,2
2024-07-03 11:00:00,0,0,,0,Pluvieux,9.6,22.4,2.5,0.6,neutre,1,2
2024-07-03 11:15:00,0,0,,0,Pluvieux,9.3,21.8,2.5,0.6,neutre,1,2
2024-07-03 11:30:00,0,0,,0,Pluvieux,9.1,21.2,2.5,0.6,neutre,1,2
2024-07-03 11:45:00,0,0,,0,Pluvieux,8.3,19.4,2.4,0.6,neutre,1,2
2024-07-03 12:00:00,0,0,TR3028,316,Pluvieux,123.3,184.0,26.4,7.4,neutre,1,2
2024-07-03 12:15:00,0,0,,0,Pluvieux,95.8,127.3,17.3,5.4,neutre,1,2
2024-07-03 12:30:00,0,0,,0,Pluvieux,59.6,88.6,10.5,3.6,neutre,1,2
2024-07-03 12:45:00,0,0,,0,Pluvieux,29.6,41.8,5.1,1.7,neutre,1,2
2024-07-03 13:00:00,0,0,,0,Pluvieux,9.7,22.7,2.5,0.6,neutre,1,2
2024-07-03 13:15:00,0,0,,0,Pluvieux,8.1,18.9,2.4,0.5,neutre,1,2
2024-07-03 13:30:00,0,0,,0,Pluvieux,9.9,23.2,2.5,0.7,neutre,1,2
2024-07-03 13:45:00,0,0,,0,Pluvieux,9.5,22.3,2.5,0.6,neutre,1,2
2024-07-03 14:00:00,0,0,TR3029,260,Pluvieux,104.7,138.7,19.3,5.8,neutre,1,2
2024-07-03 14:15:00,0,0,,0,Pluvieux,74.5,103.7,13.0,4.3,neutre,1,2
2024-07-03 14:30:00,0,0,,0,Pluvieux,49.0,71.8,8.3,2.9,neutre,1,2
2024-07-03 14:45:00,0,0,,0,Pluvieux,25.4,32.7,4.4,1.4,neutre,1,2
2024-07-03 15:00:00,0,0,,0,Pluvieux,9.4,21.9,2.5,0.6,entrant,2,2
2024-07-03 15:15:00,0,0,,0,Pluvieux,8.1,18.9,2.4,0.5,entrant,2,2
2024-07-03 15:30:00,0,0,,0,Pluvieux,8.4,19.6,2.4,0.6,entrant,2,2
2024-07-03 15:45:00,0,0,,0,Pluvieux,7.7,17.9,2.4,0.5,entrant,2,2
2024-07-03 16:00:00,0,0,TR3030,522,Pluvieux,218.5,276.7,40.3,10.0,entrant,2,2
2024-07-03 16:15:00,0,0,,0,Pluvieux,164.8,217.7,35.8,9.2,neutre,1,2
2024-07-03 16:30:00,0,0,,0,Pluvieux,108.0,160.0,22.0,6.4,neutre,1,2
2024-07-03 16:45:00,0,0,,0,Pluvieux,59.9,75.3,9.4,3.2,neutre,1,2
2024-07-03 17:00:00,0,0,,0,Pluvieux,16.3,37.9,3.1,1.1,entrant,2,2
2024-07-03 17:15:00,0,0,,0,Pluvieux,15.1,35.1,3.0,1.0,entrant,2,2
2024-07-03 17:30:00,0,0,,0,Pluvieux,14.2,33.1,2.9,0.9,entrant,2,2
2024-07-03 17:45:00,0,0,,0,Pluvieux,14.8,34.5,3.0,1.0,entrant,2,2
2024-07-03 18:00:00,0,0,TR3031,473,Pluvieux,192.4,229.5,40.3,10.0,entrant,2,2
2024-07-03 18:15:00,0,0,,0,Pluvieux,149.6,194.4,30.9,8.3,neutre,1,2
2024-07-03 18:30:00,0,0,TR3032,661,Pluvieux,380.8,472.4,40.3,10.0,entrant,2,2
2024-07-03 18:45:00,0,0,,0,Pluvieux,253.7,318.7,40.3,10.0,neutre,1,2
2024-07-03 19:00:00,0,0,,0,Pluvieux,153.5,184.8,30.2,8.1,neutre,1,2
2024-07-03 19:15:00,0,0,,0,Pluvieux,74.3,90.5,11.8,4.0,neutre,1,2
2024-07-03 19:30:00,0,0,,0,Pluvieux,16.6,38.7,3.2,1.1,entrant,2,2
2024-07-03 19:45:00,0,0,,0,Pluvieux,13.3,31.0,2.8,0.9,entrant,2,2
2024-07-03 20:00:00,0,0,TR3033,340,Pluvieux,136.1,190.4,28.7,7.8,entrant,2,2
2024-07-03 20:15:00,0,0,,0,Pluvieux,116.8,148.0,21.6,6.4,neutre,1,2
2024-07-03 20:30:00,0,0,,0,Pluvieux,75.2,91.8,12.0,4.0,neutre,1,2
2024-07-03 20:45:00,0,0,,0,Pluvieux,36.5,47.1,5.8,2.0,neutre,1,2
2024-07-03 21:00:00,0,0,,0,Pluvieux,8.6,20.1,2.4,0.6,neutre,1,2
2024-07-03 21:15:00,0,0,,0,Pluvieux,7.6,17.7,2.4,0.5,neutre,1,2
2024-07-03 21:30:00,0,0,,0,Pluvieux,8.1,18.8,2.4,0.5,neutre,1,2
2024-07-03 21:45:00,0,0,,0,Pluvieux,8.8,20.5,2.4,0.6,neutre,1,2
2024-07-03 22:00:00,0,0,TR3034,384,Pluvieux,137.5,214.0,31.8,8.4,neutre,1,2
2024-07-03 22:15:00,0,0,,0,Pluvieux,109.6,172.7,23.6,6.8,neutre,1,2
2024-07-03 22:30:00,0,0,,0,Pluvieux,73.8,104.7,13.0,4.3,neutre,1,2
2024-07-03 22:45:00,0,0,,0,Pluvieux,37.7,50.0,6.1,2.1,neutre,1,2
2024-07-03 23:00:00,0,0,,0,Pluvieux,8.9,2.2,2.1,0.2,neutre,1,2
2024-07-03 23:15:00,0,0,,0,Pluvieux,8.5,2.1,2.1,0.2,neutre,1,2
2024-07-03 23:30:00,0,0,,0,Pluvieux,8.8,2.2,2.1,0.2,neutre,1,2
2024-07-03 23:45:00,0,0,,0,Pluvieux,8.5,2.1,2.1,0.2,neutre,1,2
2024-07-04 00:00:00,0,0,,0,Soleil,7.2,1.8,2.1,0.2,neutre,1,0
2024-07-04 00:15:00,0,0,,0,Soleil,9.4,2.3,2.1,0.2,neutre,1,0
2024-07-04 00:30:00,0,0,,0,Soleil,8.6,2.1,2.1,0.2,neutre,1,0
2024-07-04 00:45:00,0,0,,0,Soleil,9.4,2.4,2.1,0.2,neutre,1,0
2024-07-04 01:00:00,0,0,,0,Soleil,9.3,2.3,2.1,0.2,neutre,1,0
2024-07-04 01:15:00,0,0,,0,Soleil,7.9,2.0,2.1,0.2,neutre,1,0
2024-07-04 01:30:00,0,0,,0,Soleil,7.6,1.9,2.1,0.2,neutre,1,0
2024-07-04 01:45:00,0,0,,0,Soleil,6.2,1.6,2.1,0.2,neutre,1,0
2024-07-04 02:00:00,0,0,,0,Soleil,8.1,2.0,2.1,0.2,neutre,1,0
2024-07-04 02:15:00,0,0,,0,Soleil,8.0,2.0,2.1,0.2,neutre,1,0
2024-07-04 02:30:00,0,0,,0,Soleil,7.5,1.9,2.1,0.2,neutre,1,0
2024-07-04 02:45:00,0,0,,0,Soleil,7.6,1.9,2.1,0.2,neutre,1,0
2024-07-04 03:00:00,0,0,,0,Soleil,8.4,2.1,2.1,0.2,neutre,1,0
2024-07-04 03:15:00,0,0,,0,Soleil,6.5,1.6,2.1,0.2,neutre,1,0
2024-07-04 03:30:00,0,0,,0,Soleil,9.0,2.3,2.1,0.2,neutre,1,0
2024-07-04 03:45:00,0,0,,0,Soleil,8.7,2.2,2.1,0.2,neutre,1,0
2024-07-04 04:00:00,0,0,,0,Soleil,7.7,1.9,2.1,0.2,neutre,1,0
2024-07-04 04:15:00,0,0,,0,Soleil,7.9,2.0,2.1,0.2,neutre,1,0
2024-07-04 04:30:00,0,0,,0,Soleil,8.3,2.1,2.1,0.2,neutre,1,0
2024-07-04 04:45:00,0,0,,0,Soleil,8.7,2.2,2.1,0.2,neutre,1,0
2024-07-04 05:00:00,0,0,,0,Soleil,9.6,2.4,2.1,0.2,sortant,0,0
2024-07-04 05:15:00,0,0,,0,Soleil,7.6,1.9,2.1,0.2,sortant,0,0
2024-07-04 05:30:00,0,0,,0,Soleil,9.1,2.3,2.1,0.2,sortant,0,0
2024-07-04 05:45:00,0,0,,0,Soleil,7.8,2.0,2.1,0.2,sortant,0,0
2024-07-04 06:00:00,0,0,TR3035,620,Soleil,190.3,454.0,33.6,10.0,sortant,0,0
2024-07-04 06:15:00,0,0,,0,Soleil,146.6,346.9,33.0,9.9,neutre,1,0
2024-07-04 06:30:00,0,0,,0,Soleil,93.9,214.1,17.3,6.2,neutre,1,0
2024-07-04 06:45:00,0,0,,0,Soleil,44.7,120.8,8.0,3.3,neutre,1,0
2024-07-04 07:00:00,0,0,,0,Soleil,14.4,33.6,2.9,1.0,sortant,0,0
2024-07-04 07:15:00,0,0,,0,Soleil,14.6,34.1,3.0,1.0,sortant,0,0
2024-07-04 07:30:00,0,0,,0,Soleil,16.6,38.8,3.2,1.1,sortant,0,0
2024-07-04 07:45:00,0,0,,0,Soleil,14.1,33.0,2.9,0.9,sortant,0,0
2024-07-04 08:00:00,0,0,TR3036,597,Soleil,179.9,474.5,33.6,10.0,sortant,0,0
2024-07-04 08:15:00,0,0,,0,Soleil,128.8,357.7,32.4,9.7,neutre,1,0
2024-07-04 08:30:00,0,0,TR3037,488,Soleil,236.7,528.0,33.6,10.0,sortant,0,0
2024-07-04 08:45:00,0,0,,0,Soleil,152.4,361.2,33.6,10.0,neutre,1,0
2024-07-04 09:00:00,0,0,,0,Soleil,68.1,175.5,12.8,4.9,neutre,1,0
2024-07-04 09:15:00,0,0,,0,Soleil,32.7,92.2,6.0,2.5,neutre,1,0
2024-07-04 09:30:00,0,0,,0,Soleil,15.2,35.4,3.0,1.0,sortant,0,0
2024-07-04 09:45:00,0,0,,0,Soleil,14.2,33.2,2.9,0.9,sortant,0,0
2024-07-04 10:00:00,0,0,TR3038,297,Soleil,92.4,231.2,18.5,6.5,sortant,0,0
2024-07-04 10:15:00,0,0,,0,Soleil,63.3,152.6,11.0,4.3,neutre,1,0
2024-07-04 10:30:00,0,0,,0,Soleil,46.9,112.9,7.7,3.2,neutre,1,0
2024-07-04 10:45:00,0,0,,0,Soleil,23.8,56.5,4.0,1.6,neutre,1,0
2024-07-04 11:00:00,0,0,,0,Soleil,8.6,20.1,2.4,0.6,neutre,1,0
2024-07-04 11:15:00,0,0,,0,Soleil,10.2,23.8,2.6,0.7,neutre,1,0
2024-07-04 11:30:00,0,0,,0,Soleil,9.0,21.0,2.5,0.6,neutre,1,0
2024-07-04 11:45:00,0,0,,0,Soleil,8.4,19.6,2.4,0.6,neutre,1,0
2024-07-04 12:00:00,0,0,TR3039,158,Soleil,47.9,92.6,6.7,2.8,neutre,1,0
2024-07-04 12:15:00,0,0,,0,Soleil,36.9,69.5,5.1,2.1,neutre,1,0
2024-07-04 12:30:00,0,0,,0,Soleil,23.8,46.5,3.7,1.4,neutre,1,0
2024-07-04 12:45:00,0,0,,0,Soleil,12.0,25.2,2.6,0.7,neutre,1,0
2024-07-04 13:00:00,0,0,,0,Soleil,8.6,20.1,2.4,0.6,neutre,1,0
2024-07-04 13:15:00,0,0,,0,Soleil,9.3,21.6,2.5,0.6,neutre,1,0
2024-07-04 13:30:00,0,0,,0,Soleil,9.0,20.9,2.5,0.6,neutre,1,0
2024-07-04 13:45:00,0,0,,0,Soleil,9.0,21.0,2.5,0.6,neutre,1,0
2024-07-04 14:00:00,0,0,TR3040,244,Soleil,71.9,142.7,10.9,4.3,neutre,1,0
2024-07-04 14:15:00,0,0,,0,Soleil,54.6,103.3,7.6,3.2,neutre,1,0
2024-07-04 14:30:00,0,0,,0,Soleil,37.8,73.6,5.3,2.2,neutre,1,0
2024-07-04 14:45:00,0,0,,0,Soleil,18.3,37.2,3.2,1.1,neutre,1,0
2024-07-04 15:00:00,0,0,,0,Soleil,8.7,20.4,2.4,0.6,entrant,2,0
2024-07-04 15:15:00,0,0,,0,Soleil,9.9,23.2,2.5,0.7,entrant,2,0
2024-07-04 15:30:00,0,0,,0,Soleil,9.5,22.2,2.5,0.6,entrant,2,0
2024-07-04 15:45:00,0,0,,0,Soleil,8.8,20.5,2.4,0.6,entrant,2,0
2024-07-04 16:00:00,0,0,TR3041,413,Soleil,126.2,265.2,23.9,7.8,entrant,2,0
2024-07-04 16:15:00,0,0,,0,Soleil,99.6,182.4,15.4,5.6,neutre,1,0
2024-07-04 16:30:00,0,0,,0,Soleil,71.1,127.7,9.9,4.0,neutre,1,0
2024-07-04 16:45:00,0,0,,0,Soleil,37.5,59.0,4.7,1.9,neutre,1,0
2024-07-04 17:00:00,0,0,,0,Soleil,15.2,35.5,3.0,1.0,entrant,2,0
2024-07-04 17:15:00,0,0,,0,Soleil,13.8,32.1,2.9,0.9,entrant,2,0
2024-07-04 17:30:00,0,0,,0,Soleil,14.9,34.7,3.0,1.0,entrant,2,0
2024-07-04 17:45:00,0,0,,0,Soleil,14.0,32.6,2.9,0.9,entrant,2,0
2024-07-04 18:00:00,0,0,TR3042,531,Soleil,167.0,299.5,30.5,9.3,entrant,2,0
2024-07-04 18:15:00,0,0,,0,Soleil,132.3,235.7,22.0,7.4,neutre,1,0
2024-07-04 18:30:00,0,0,TR3043,619,Soleil,281.7,519.6,33.6,10.0,entrant,2,0
2024-07-04 18:45:00,0,0,,0,Soleil,176.5,341.4,33.6,10.0,neutre,1,0
2024-07-04 19:00:00,0,0,,0,Soleil,99.1,182.9,15.4,5.6,neutre,1,0
2024-07-04 19:15:00,0,0,,0,Soleil,52.9,85.9,6.6,2.8,neutre,1,0
2024-07-04 19:30:00,0,0,,0,Soleil,15.3,35.7,3.0,1.0,entrant,2,0
2024-07-04 19:45:00,0,0,,0,Soleil,14.8,34.6,3.0,1.0,entrant,2,0
2024-07-04 20:00:00,0,0,TR3044,234,Soleil,79.0,144.8,11.5,4.5,entrant,2,0
2024-07-04 20:15:00,0,0,,0,Soleil,59.9,110.8,8.3,3.4,neutre,1,0
2024-07-04 20:30:00,0,0,,0,Soleil,36.4,72.1,5.2,2.2,neutre,1,0
2024-07-04 20:45:00,0,0,,0,Soleil,21.0,37.6,3.3,1.2,neutre,1,0
2024-07-04 21:00:00,0,0,,0,Soleil,8.8,20.5,2.4,0.6,neutre,1,0
2024-07-04 21:15:00,0,0,,0,Soleil,9.1,21.3,2.5,0.6,neutre,1,0
2024-07-04 21:30:00,0,0,,0,Soleil,9.3,21.6,2.5,0.6,neutre,1,0
2024-07-04 21:45:00,0,0,,0,Soleil,10.0,23.3,2.5,0.7,neutre,1,0
2024-07-04 22:00:00,0,0,TR3045,389,Soleil,127.7,236.2,21.6,7.3,neutre,1,0
2024-07-04 22:15:00,0,0,,0,Soleil,84.9,152.9,12.4,4.8,neutre,1,0
2024-07-04 22:30:00,0,0,,0,Soleil,54.7,113.6,8.2,3.4,neutre,1,0
2024-07-04 22:45:00,0,0,,0,Soleil,28.7,56.0,4.2,1.7,neutre,1,0
2024-07-04 23:00:00,0,0,,0,Soleil,8.6,2.2,2.1,0.2,neutre,1,0
2024-07-04 23:15:00,0,0,,0,Soleil,8.8,2.2,2.1,0.2,neutre,1,0
2024-07-04 23:30:00,0,0,,0,Soleil,7.7,1.9,2.1,0.2,neutre,1,0
2024-07-04 23:45:00,0,0,,0,Soleil,8.2,2.1,2.1,0.2,neutre,1,0
2024-07-05 00:00:00,0,0,,0,Soleil,9.4,2.3,2.1,0.2,neutre,1,0
2024-07-05 00:15:00,0,0,,0,Soleil,7.9,2.0,2.1,0.2,neutre,1,0
2024-07-05 00:30:00,0,0,,0,Soleil,8.1,2.0,2.1,0.2,neutre,1,0
2024-07-05 00:45:00,0,0,,0,Soleil,8.1,2.0,2.1,0.2,neutre,1,0
2024-07-05 01:00:00,0,0,,0,Soleil,7.9,2.0,2.1,0.2,neutre,1,0
2024-07-05 01:15:00,0,0,,0,Soleil,9.0,2.3,2.1,0.2,neutre,1,0
2024-07-05 01:30:00,0,0,,0,Soleil,7.6,1.9,2.1,0.2,neutre,1,0
2024-07-05 01:45:00,0,0,,0,Soleil,8.9,2.2,2.1,0.2,neutre,1,0
2024-07-05 02:00:00,0,0,,0,Soleil,8.6,2.2,2.1,0.2,neutre,1,0
2024-07-05 02:15:00,0,0,,0,Soleil,8.0,2.0,2.1,0.2,neutre,1,0
2024-07-05 02:30:00,0,0,,0,Soleil,7.7,1.9,2.1,0.2,neutre,1,0
2024-07-05 02:45:00,0,0,,0,Soleil,8.0,2.0,2.1,0.2,neutre,1,0
2024-07-05 03:00:00,0,0,,0,Soleil,8.9,2.2,2.1,0.2,neutre,1,0
2024-07-05 03:15:00,0,0,,0,Soleil,8.9,2.2,2.1,0.2,neutre,1,0
2024-07-05 03:30:00,0,0,,0,Soleil,8.6,2.2,2.1,0.2,neutre,1,0
2024-07-05 03:45:00,0,0,,0,Soleil,7.9,2.0,2.1,0.2,neutre,1,0
2024-07-05 04:00:00,0,0,,0,Soleil,8.0,2.0,2.1,0.2,neutre,1,0
2024-07-05 04:15:00,0,0,,0,Soleil,8.5,2.1,2.1,0.2,neutre,1,0
2024-07-05 04:30:00,0,0,,0,Soleil,7.8,2.0,2.1,0.2,neutre,1,0
2024-07-05 04:45:00,0,0,,0,Soleil,8.7,2.2,2.1,0.2,neutre,1,0
2024-07-05 05:00:00,0,0,,0,Soleil,8.1,2.0,2.1,0.2,sortant,0,0
2024-07-05 05:15:00,0,0,,0,Soleil,8.8,2.2,2.1,0.2,sortant,0,0
2024-07-05 05:30:00,0,0,,0,Soleil,6.9,1.7,2.1,0.2,sortant,0,0
2024-07-05 05:45:00,0,0,,0,Soleil,7.5,1.9,2.1,0.2,sortant,0,0
2024-07-05 06:00:00,0,0,TR3046,400,Soleil,122.0,290.8,25.7,8.3,sortant,0,0
2024-07-05 06:15:00,0,0,,0,Soleil,90.2,224.5,17.8,6.3,neutre,1,0
2024-07-05 06:30:00,0,0,,0,Soleil,58.6,151.9,10.6,4.2,neutre,1,0
2024-07-05 06:45:00,0,0,,0,Soleil,28.2,70.9,4.8,2.0,neutre,1,0
2024-07-05 07:00:00,0,0,,0,Soleil,14.5,33.8,3.0,1.0,sortant,0,0
2024-07-05 07:15:00,0,0,,0,Soleil,15.6,36.4,3.1,1.0,sortant,0,0
2024-07-05 07:30:00,0,0,,0,Soleil,14.4,33.7,2.9,1.0,sortant,0,0
2024-07-05 07:45:00,0,0,,0,Soleil,18.3,42.6,3.3,1.2,sortant,0,0
2024-07-05 08:00:00,0,0,TR3047,548,Soleil,167.0,356.7,33.6,10.0,sortant,0,0
2024-07-05 08:15:00,0,0,,0,Soleil,120.2,306.5,26.9,8.5,neutre,1,0
2024-07-05 08:30:00,0,0,TR3048,510,Soleil,237.2,548.7,33.6,10.0,sortant,0,0
2024-07-05 08:45:00,0,0,,0,Soleil,145.1,344.9,32.7,9.8,neutre,1,0
2024-07-05 09:00:00,0,0,,0,Soleil,73.7,183.9,13.7,5.2,neutre,1,0
2024-07-05 09:15:00,0,0,,0,Soleil,37.0,93.4,6.2,2.6,neutre,1,0
2024-07-05 09:30:00,0,0,,0,Soleil,13.2,30.7,2.8,0.9,sortant,0,0
2024-07-05 09:45:00,0,0,,0,Soleil,16.5,38.6,3.2,1.1,sortant,0,0
2024-07-05 10:00:00,0,0,TR3049,312,Soleil,95.1,230.6,18.6,6.5,sortant,0,0
2024-07-05 10:15:00,0,0,,0,Soleil,65.2,166.2,12.0,4.6,neutre,1,0
2024-07-05 10:30:00,0,0,,0,Soleil,49.3,108.5,7.6,3.2,neutre,1,0
2024-07-05 10:45:00,0,0,,0,Soleil,22.4,54.8,3.9,1.5,neutre,1,0
2024-07-05 11:00:00,0,0,,0,Soleil,10.1,23.6,2.6,0.7,neutre,1,0
2024-07-05 11:15:00,0,0,,0,Soleil,9.4,22.0,2.5,0.6,neutre,1,0
2024-07-05 11:30:00,0,0,,0,Soleil,8.7,20.3,2.4,0.6,neutre,1,0
2024-07-05 11:45:00,0,0,,0,Soleil,9.0,21.0,2.5,0.6,neutre,1,0
2024-07-05 12:00:00,0,0,TR3050,366,Soleil,107.0,220.9,18.8,6.6,neutre,1,0
2024-07-05 12:15:00,0,0,,0,Soleil,80.0,148.1,11.7,4.6,neutre,1,0
2024-07-05 12:30:00,0,0,,0,Soleil,58.2,112.6,8.3,3.4,neutre,1,0
2024-07-05 12:45:00,0,0,,0,Soleil,27.7,54.6,4.1,1.6,neutre,1,0
2024-07-05 13:00:00,0,0,,0,Soleil,9.7,22.7,2.5,0.6,neutre,1,0
2024-07-05 13:15:00,0,0,,0,Soleil,7.6,17.6,2.4,0.5,neutre,1,0
2024-07-05 13:30:00,0,0,,0,Soleil,8.4,19.7,2.4,0.6,neutre,1,0
2024-07-05 13:45:00,0,0,,0,Soleil,8.5,19.9,2.4,0.6,neutre,1,0
2024-07-05 14:00:00,0,0,TR3051,230,Soleil,67.9,132.5,10.0,4.0,neutre,1,0
2024-07-05 14:15:00,0,0,,0,Soleil,46.9,111.9,7.7,3.2,neutre,1,0
2024-07-05 14:30:00,0,0,,0,Soleil,34.5,63.4,4.7,2.0,neutre,1,0
2024-07-05 14:45:00,0,0,,0,Soleil,16.4,35.0,3.0,1.0,neutre,1,0
2024-07-05 15:00:00,0,0,,0,Soleil,9.5,22.1,2.5,0.6,entrant,2,0
2024-07-05 15:15:00,0,0,,0,Soleil,10.0,23.3,2.5,0.7,entrant,2,0
2024-07-05 15:30:00,0,0,,0,Soleil,10.8,25.2,2.6,0.7,entrant,2,0
2024-07-05 15:45:00,0,0,,0,Soleil,7.3,17.1,2.3,0.5,entrant,2,0
2024-07-05 16:00:00,0,0,TR3052,390,Soleil,130.5,225.3,21.0,7.1,entrant,2,0
2024-07-05 16:15:00,0,0,,0,Soleil,91.3,170.5,14.0,5.2,neutre,1,0
2024-07-05 16:30:00,0,0,,0,Soleil,58.1,114.2,8.4,3.4,neutre,1,0
2024-07-05 16:45:00,0,0,,0,Soleil,31.4,63.0,4.6,1.9,neutre,1,0
2024-07-05 17:00:00,0,0,,0,Soleil,13.5,31.4,2.8,0.9,entrant,2,0
2024-07-05 17:15:00,0,0,,0,Soleil,14.5,33.8,2.9,1.0,entrant,2,0
2024-07-05 17:30:00,0,0,,0,Soleil,15.8,36.9,3.1,1.1,entrant,2,0
2024-07-05 17:45:00,0,0,,0,Soleil,16.1,37.7,3.1,1.1,entrant,2,0
2024-07-05 18:00:00,0,0,TR3053,560,Soleil,180.6,340.2,33.6,10.0,entrant,2,0
2024-07-05 18:15:00,0,0,,0,Soleil,149.7,238.6,23.6,7.8,neutre,1,0
2024-07-05 18:30:00,0,0,TR3054,425,Soleil,237.9,429.2,33.6,10.0,entrant,2,0
2024-07-05 18:45:00,0,0,,0,Soleil,153.7,268.1,26.5,8.4,neutre,1,0
2024-07-05 19:00:00,0,0,,0,Soleil,66.2,141.9,10.5,4.2,neutre,1,0
2024-07-05 19:15:00,0,0,,0,Soleil,35.4,58.6,4.6,1.9,neutre,1,0
2024-07-05 19:30:00,0,0,,0,Soleil,13.2,30.9,2.8,0.9,entrant,2,0
2024-07-05 19:45:00,0,0,,0,Soleil,15.6,36.3,3.1,1.0,entrant,2,0
2024-07-05 20:00:00,0,0,TR3055,234,Soleil,87.1,139.8,11.7,4.5,entrant,2,0
2024-07-05 20:15:00,0,0,,0,Soleil,49.4,113.0,7.9,3.2,neutre,1,0
2024-07-05 20:30:00,0,0,,0,Soleil,34.1,71.2,5.1,2.1,neutre,1,0
2024-07-05 20:45:00,0,0,,0,Soleil,20.1,36.3,3.2,1.1,neutre,1,0
2024-07-05 21:00:00,0,0,,0,Soleil,6.7,15.6,2.3,0.4,neutre,1,0
2024-07-05 21:15:00,0,0,,0,Soleil,9.3,21.6,2.5,0.6,neutre,1,0
2024-07-05 21:30:00,0,0,,0,Soleil,9.0,20.9,2.5,0.6,neutre,1,0
2024-07-05 21:45:00,0,0,,0,Soleil,8.9,20.8,2.5,0.6,neutre,1,0
2024-07-05 22:00:00,0,0,TR3056,261,Soleil,84.4,164.6,13.1,5.0,neutre,1,0
2024-07-05 22:15:00,0,0,,0,Soleil,64.2,116.9,8.9,3.6,neutre,1,0
2024-07-05 22:30:00,0,0,,0,Soleil,38.3,76.9,5.5,2.3,neutre,1,0
2024-07-05 22:45:00,0,0,,0,Soleil,20.9,37.9,3.3,1.2,neutre,1,0
2024-07-05 23:00:00,0,0,,0,Soleil,7.7,1.9,2.1,0.2,neutre,1,0
2024-07-05 23:15:00,0,0,,0,Soleil,7.9,2.0,2.1,0.2,neutre,1,0
2024-07-05 23:30:00,0,0,,0,Soleil,8.3,2.1,2.1,0.2,neutre,1,0
